ft,km,transmission,oem,model,modelYear,price,Insurance Validity,Color,Displacement,Turbo Charger,Super Charger,Location,RTO_grouped
Diesel,105133.0,Manual,Maruti,Maruti Swift,2017,570000.0,Third Party,Red,1248.0,True,False,Hyderabad,Unknown
Petrol,10000.0,Automatic,MG,MG Hector,2023,2650000.0,Third Party,Other,1451.0,False,False,Hyderabad,Unknown
Petrol,36290.0,Automatic,Maruti,Maruti Swift Dzire,2018,679000.0,Third Party,Brown,1197.0,False,False,Hyderabad,Unknown
Petrol,29084.0,Manual,Hyundai,Hyundai i20,2018,640000.0,Third Party,Blue,1197.0,False,False,Hyderabad,Unknown
Petrol,66911.0,Manual,Maruti,Maruti Celerio,2020,475000.0,Third Party,White,998.0,False,False,Hyderabad,Unknown
Petrol,110000.0,Automatic,Honda,Honda City,2011,430000.0,Third Party,Other,1497.0,False,False,Hyderabad,Andhra Pradesh
Diesel,80000.0,Manual,Mahindra,Mahindra XUV500,2014,700000.0,Third Party,Blue,2179.0,True,False,Hyderabad,Andhra Pradesh
Petrol,22000.0,Automatic,Hyundai,Hyundai Grand i10,2018,675000.0,Third Party,Gray,1197.0,False,False,Hyderabad,Unknown
Petrol,60004.0,Manual,Renault,Renault KWID,2019,420000.0,Third Party,Silver,999.0,False,False,Hyderabad,Unknown
Petrol,60000.0,Manual,Maruti,Maruti Wagon R,2020,580000.0,Third Party,Other,1197.0,False,False,Hyderabad,Unknown
Petrol,57078.0,Manual,Hyundai,Hyundai i10,2013,334000.0,Third Party,Other,1086.0,False,False,Hyderabad,Andhra Pradesh
Petrol,63789.0,Manual,Maruti,Maruti Ritz,2014,401999.99999999994,Comprehensive,Silver,1197.0,False,False,Hyderabad,Unknown
Diesel,118207.0,Automatic,Maruti,Maruti Ciaz,2018,734000.0,Zero Dep,Silver,1248.0,True,False,Hyderabad,Unknown
Petrol,53000.0,Manual,Honda,Honda City,2017,795000.0,Comprehensive,White,1497.0,False,False,Hyderabad,Unknown
Petrol,105224.0,Manual,Maruti,Maruti Baleno,2016,570000.0,Comprehensive,Silver,1197.0,False,False,Hyderabad,Unknown
Petrol,20837.0,Manual,Hyundai,Hyundai Santro,2021,551000.0,Zero Dep,White,1086.0,False,False,Hyderabad,Unknown
Petrol,100000.0,Manual,Hyundai,Hyundai i20,2010,280000.0,Third Party,Other,1197.0,False,False,Hyderabad,Maharashtra
Petrol,24021.0,Manual,Datsun,Datsun RediGO,2021,463000.0,Third Party,Blue,799.0,False,False,Hyderabad,Unknown
Petrol,61000.0,Manual,Maruti,Maruti Ciaz,2016,625000.0,Third Party,Gray,1373.0,False,False,Hyderabad,Unknown
Petrol,120000.0,Manual,Maruti,Maruti Alto,2011,170000.0,Third Party,Other,796.0,False,False,Hyderabad,Andhra Pradesh
Petrol,49000.0,Manual,Maruti,Maruti Alto 800,2018,325000.0,Third Party,White,796.0,False,False,Hyderabad,Unknown
Petrol,50000.0,Manual,Maruti,Maruti Alto 800,2016,275000.0,Third Party,Other,796.0,False,False,Hyderabad,Unknown
Petrol,18569.0,Manual,Datsun,Datsun RediGO,2021,447000.0,Third Party,Other,999.0,False,False,Hyderabad,Unknown
Diesel,98455.0,Manual,Hyundai,Hyundai Grand i10,2018,578000.0,Third Party,White,1186.0,False,False,Hyderabad,Unknown
Diesel,85000.0,Automatic,Skoda,Skoda Rapid,2015,600000.0,Third Party,White,1498.0,True,False,Hyderabad,Unknown
Petrol,19205.0,Manual,Datsun,Datsun RediGO,2020,401999.99999999994,Third Party,Other,999.0,False,False,Hyderabad,Unknown
Diesel,122000.0,Manual,Maruti,Maruti Swift,2019,667000.0,Third Party,Red,1248.0,True,False,Hyderabad,Unknown
Petrol,97644.0,Manual,Maruti,Maruti Ignis,2018,552000.0,Zero Dep,Blue,1197.0,False,False,Hyderabad,Unknown
Petrol,82000.0,Manual,Hyundai,Hyundai i10,2010,265000.0,Third Party,Red,1197.0,False,False,Hyderabad,Andhra Pradesh
Diesel,70607.0,Manual,Maruti,Maruti Swift,2013,443000.0,Comprehensive,Silver,1248.0,True,False,Hyderabad,Andhra Pradesh
Petrol,71144.0,Automatic,Hyundai,Hyundai Verna,2016,721000.0,Third Party,Silver,1591.0,False,False,Hyderabad,Unknown
Petrol,2373.0,Automatic,Hyundai,Hyundai Verna,2022,1550000.0,Comprehensive,White,1497.0,False,False,Hyderabad,Unknown
Petrol,56753.0,Automatic,Hyundai,Hyundai i20,2021,1092000.0,Zero Dep,Other,998.0,True,False,Hyderabad,Unknown
Diesel,72000.0,Manual,Maruti,Maruti Vitara Brezza,2018,890000.0,Third Party,Red,1248.0,True,False,Hyderabad,Unknown
Petrol,64487.0,Manual,Maruti,Maruti Baleno,2018,550000.0,Not Available,Blue,1197.0,False,False,Hyderabad,Unknown
Petrol,95783.0,Manual,Maruti,Maruti Baleno,2017,609000.0,Third Party,Silver,1197.0,False,False,Hyderabad,Unknown
Diesel,50000.0,Automatic,Mercedes-Benz,Mercedes-Benz C-Class,2019,3800000.0,Third Party,Other,1950.0,True,False,Hyderabad,Unknown
Diesel,128193.0,Manual,Mahindra,Mahindra XUV500,2015,844999.9999999999,Comprehensive,White,2179.0,True,False,Hyderabad,Unknown
Diesel,87810.0,Manual,Hyundai,Hyundai Verna,2018,1013000.0000000001,Zero Dep,White,1582.0,True,False,Hyderabad,Unknown
Petrol,64951.0,Manual,Hyundai,Hyundai Creta,2017,1008000.0,Comprehensive,Silver,1591.0,False,False,Hyderabad,Unknown
Petrol,50000.0,Manual,Hyundai,Hyundai Santro Xing,2012,260000.0,Third Party,Red,1086.0,False,False,Hyderabad,Andhra Pradesh
Diesel,97161.0,Manual,Hyundai,Hyundai Creta,2017,1124000.0,Third Party,Black,1582.0,True,False,Hyderabad,Unknown
Petrol,70435.0,Manual,Maruti,Maruti Alto K10,2014,272000.0,Third Party,Silver,998.0,False,False,Hyderabad,Unknown
Diesel,49287.0,Manual,MG,MG Hector,2020,1500000.0,Comprehensive,Red,1956.0,True,False,Hyderabad,Unknown
Petrol,84759.0,Automatic,Hyundai,Hyundai Santro,2018,522000.0,Comprehensive,Red,1086.0,False,False,Hyderabad,Unknown
Petrol,74538.0,Manual,Maruti,Maruti Baleno,2017,623000.0,Comprehensive,Blue,1197.0,False,False,Hyderabad,Unknown
Petrol,79024.0,Manual,Maruti,Maruti Alto 800,2017,298000.0,Third Party,Red,796.0,False,False,Hyderabad,Unknown
Diesel,80000.0,Manual,Maruti,Maruti Celerio,2016,400000.0,Third Party,White,793.0,False,False,Hyderabad,Unknown
Diesel,62125.0,Manual,Hyundai,Hyundai Creta,2018,1080000.0,Comprehensive,Blue,1582.0,True,False,Hyderabad,Unknown
Petrol,18500.0,Manual,Hyundai,Hyundai Grand i10,2019,680000.0,Comprehensive,White,1197.0,False,False,Hyderabad,Unknown
Diesel,144000.0,Manual,Maruti,Maruti Swift,2016,500000.0,Third Party,White,1248.0,True,False,Hyderabad,Unknown
Petrol,55200.0,Manual,Honda,Honda City,2021,1199000.0,Third Party,Brown,1498.0,False,False,Hyderabad,Unknown
Diesel,188058.0,Manual,Hyundai,Hyundai i20,2016,498000.00000000006,Not Available,Red,1396.0,True,False,Hyderabad,Unknown
Petrol,71779.0,Manual,Hyundai,Hyundai i20,2016,633000.0,Third Party,Red,1197.0,False,False,Hyderabad,Unknown
Petrol,101176.0,Manual,Honda,Honda City,2015,562000.0,Third Party,Red,1497.0,False,False,Hyderabad,Unknown
Diesel,75000.0,Manual,Maruti,Maruti Celerio,2016,475000.0,Third Party,White,793.0,False,False,Hyderabad,Unknown
Petrol,66676.0,Manual,Honda,Honda Jazz,2017,601000.0,Comprehensive,Red,1199.0,False,False,Hyderabad,Unknown
Petrol,2236.0,Manual,Maruti,Maruti Alto 800,2018,352000.0,Third Party,Silver,796.0,False,False,Hyderabad,Unknown
Petrol,74754.0,Manual,Hyundai,Hyundai i10,2012,300000.0,Third Party,Silver,1086.0,False,False,Hyderabad,Andhra Pradesh
Petrol,66244.0,Manual,Maruti,Maruti Baleno,2018,720000.0,Third Party,Blue,1197.0,False,False,Hyderabad,Unknown
Petrol,17341.0,Manual,Renault,Renault KWID,2022,541000.0,Third Party,Silver,999.0,False,False,Hyderabad,Unknown
Petrol,44675.0,Manual,Hyundai,Hyundai Grand i10,2018,513999.99999999994,Third Party,White,1197.0,False,False,Hyderabad,Unknown
Petrol,30829.0,Manual,Maruti,Maruti Baleno,2022,780000.0,Comprehensive,Gray,1197.0,False,False,Hyderabad,Unknown
Diesel,53800.0,Manual,Maruti,Maruti Ciaz,2019,994999.9999999999,Third Party,Blue,1498.0,True,False,Hyderabad,Unknown
Diesel,122000.0,Manual,Hyundai,Hyundai Creta,2017,940000.0,Third Party,White,1396.0,False,False,Hyderabad,Unknown
Diesel,107220.0,Manual,Mahindra,Mahindra XUV500,2017,1490000.0,Third Party,White,2179.0,True,False,Hyderabad,Unknown
Diesel,129000.0,Manual,Honda,Honda City,2015,580000.0,Third Party,White,1498.0,True,False,Hyderabad,Unknown
Petrol,83829.0,Manual,Datsun,Datsun RediGO,2018,375000.0,Third Party,Silver,999.0,False,False,Hyderabad,Unknown
Petrol,52996.0,Manual,Honda,Honda Brio,2013,314000.0,Third Party,White,1198.0,False,False,Hyderabad,Andhra Pradesh
Petrol,16105.0,Automatic,Renault,Renault KWID,2021,556000.0,Third Party,Silver,999.0,False,False,Hyderabad,Unknown
Diesel,151901.0,Manual,Mercedes-Benz,Mercedes-Benz C-Class,2016,2850000.0,Third Party,Black,2148.0,False,False,Hyderabad,Unknown
Petrol,15680.0,Manual,Maruti,Maruti Baleno,2021,787000.0,Zero Dep,White,1197.0,False,False,Hyderabad,Unknown
Petrol,55065.0,Automatic,Maruti,Maruti Swift,2019,595000.0,Third Party,Blue,1197.0,False,False,Hyderabad,Unknown
Petrol,15518.0,Automatic,Tata,Tata Tiago,2021,771000.0,Third Party,White,1199.0,False,False,Hyderabad,Unknown
Diesel,39907.0,Automatic,Honda,Honda Amaze,2018,790000.0,Third Party,Red,1498.0,True,False,Hyderabad,Unknown
Petrol,45560.0,Manual,Hyundai,Hyundai i20,2017,655000.0,Zero Dep,Silver,1197.0,False,False,Hyderabad,Unknown
Petrol,42096.0,Manual,Hyundai,Hyundai i10,2012,336000.0,Third Party,Yellow,1197.0,False,False,Hyderabad,Andhra Pradesh
Petrol,63886.0,Manual,Honda,Honda City,2018,832000.0,Third Party,Silver,1497.0,False,False,Hyderabad,Unknown
Diesel,61000.0,Manual,Maruti,Maruti Swift,2016,595000.0,Third Party,Red,1248.0,True,False,Hyderabad,Unknown
Petrol,18000.0,Automatic,Hyundai,Hyundai Grand i10,2017,625000.0,Third Party,Gray,1197.0,False,False,Hyderabad,Unknown
Petrol,63000.0,Automatic,Hyundai,Hyundai Grand i10,2016,599000.0,Third Party,Gray,1197.0,False,False,Hyderabad,Unknown
Petrol,52617.0,Manual,Maruti,Maruti Baleno,2018,615000.0,Third Party,Red,1197.0,False,False,Hyderabad,Unknown
Petrol,51865.0,Manual,Maruti,Maruti Celerio,2019,513999.99999999994,Third Party,White,998.0,False,False,Hyderabad,Unknown
Petrol,110410.0,Manual,Maruti,Maruti Swift,2015,458000.0,Comprehensive,Red,1197.0,False,False,Hyderabad,Unknown
Petrol,55846.0,Automatic,Maruti,Maruti Ciaz,2017,700000.0,Third Party,Brown,1373.0,False,False,Hyderabad,Unknown
Petrol,47000.0,Manual,Renault,Renault KWID,2020,515000.00000000006,Third Party,Blue,999.0,False,False,Hyderabad,Unknown
Petrol,39914.0,Manual,Ford,Ford Ecosport,2018,822000.0000000001,Third Party,Blue,1497.0,False,False,Hyderabad,Unknown
Petrol,73000.0,Manual,Hyundai,Hyundai Santro Xing,2010,265000.0,Third Party,Other,1086.0,False,False,Hyderabad,Andhra Pradesh
Petrol,88048.0,Manual,Hyundai,Hyundai i20,2016,579000.0,Third Party,White,1197.0,False,False,Hyderabad,Unknown
Petrol,92278.0,Manual,Hyundai,Hyundai i10,2013,318000.0,Third Party,Red,1197.0,False,False,Hyderabad,Andhra Pradesh
Petrol,92960.0,Manual,Honda,Honda City,2016,643000.0,Comprehensive,Brown,1497.0,False,False,Hyderabad,Unknown
Petrol,7000.0,Automatic,Jeep,Jeep Compass,2022,2675000.0,Comprehensive,Blue,1368.0,False,False,Hyderabad,Unknown
Petrol,4600.0,Automatic,Maruti,Maruti S-Presso,2022,610000.0,Comprehensive,Silver,998.0,False,False,Hyderabad,Unknown
Petrol,22800.0,Manual,Honda,Honda City,2021,1090000.0,Comprehensive,Silver,1497.0,False,False,Hyderabad,Unknown
Petrol,70000.0,Manual,Ford,Ford Figo,2010,185000.0,Third Party,Other,1196.0,False,False,Hyderabad,Andhra Pradesh
Petrol,44790.0,Manual,Maruti,Maruti Alto 800,2020,357000.0,Third Party,Silver,796.0,False,False,Hyderabad,Unknown
Petrol,14213.0,Manual,Maruti,Maruti S-Presso,2022,547000.0,Third Party,White,998.0,False,False,Hyderabad,Unknown
Diesel,102000.0,Manual,Maruti,Maruti Vitara Brezza,2018,800000.0,Comprehensive,Gray,1248.0,True,False,Hyderabad,Unknown
Petrol,40724.0,Manual,Hyundai,Hyundai i10,2012,311000.0,Third Party,White,1197.0,False,False,Hyderabad,Andhra Pradesh
Petrol,55724.0,Manual,Maruti,Maruti Baleno,2017,570000.0,Third Party,Silver,1197.0,False,False,Hyderabad,Unknown
Petrol,100000.0,Manual,Maruti,Maruti Swift Dzire,2010,300000.0,Third Party,Other,1298.0,False,False,Hyderabad,Andhra Pradesh
Petrol,85396.0,Manual,Maruti,Maruti Alto 800,2017,332000.0,Third Party,Silver,796.0,False,False,Hyderabad,Unknown
Petrol,50000.0,Manual,Maruti,Maruti Baleno,2016,509999.99999999994,Third Party,Other,1197.0,False,False,Hyderabad,Maharashtra
Petrol,27136.0,Manual,Maruti,Maruti Alto 800,2016,325000.0,Comprehensive,Red,796.0,False,False,Hyderabad,Unknown
Petrol,20034.0,Manual,Maruti,Maruti Ignis,2018,528000.0,Comprehensive,Other,1197.0,False,False,Hyderabad,Unknown
Petrol,50000.0,Manual,Hyundai,Hyundai Santro Xing,2012,260000.0,Third Party,Other,1086.0,False,False,Hyderabad,Andhra Pradesh
Petrol,46739.0,Automatic,Maruti,Maruti Baleno,2017,740000.0,Comprehensive,Blue,1197.0,False,False,Hyderabad,Unknown
Diesel,150000.0,Manual,Hyundai,Hyundai Verna,2012,409999.99999999994,Third Party,Other,1582.0,True,False,Hyderabad,Andhra Pradesh
Petrol,36000.0,Automatic,Honda,Honda City,2020,1299000.0,Third Party,Brown,1498.0,False,False,Hyderabad,Unknown
Petrol,40000.0,Manual,Honda,Honda City,2019,1050000.0,Third Party,Other,1497.0,False,False,Hyderabad,Unknown
Petrol,15850.0,Manual,Datsun,Datsun RediGO,2020,416000.0,Comprehensive,Red,999.0,False,False,Hyderabad,Unknown
Petrol,62535.0,Automatic,Maruti,Maruti Swift Dzire,2017,642000.0,Third Party,Other,1197.0,False,False,Hyderabad,Unknown
Diesel,94600.0,Manual,Maruti,Maruti Vitara Brezza,2018,849000.0,Comprehensive,Red,1248.0,True,False,Hyderabad,Unknown
Petrol,80375.0,Manual,Maruti,Maruti Swift Dzire,2013,434000.0,Third Party,Black,1197.0,False,False,Hyderabad,Andhra Pradesh
Petrol,97935.0,Manual,Honda,Honda Brio,2012,276000.0,Comprehensive,Silver,1198.0,False,False,Hyderabad,Andhra Pradesh
Petrol,38300.0,Manual,Hyundai,Hyundai i20,2019,710000.0,Comprehensive,White,1197.0,False,False,Hyderabad,Unknown
Petrol,81917.0,Manual,Maruti,Maruti Baleno,2017,580000.0,Zero Dep,Blue,1197.0,False,False,Hyderabad,Unknown
Petrol,69000.0,Manual,Maruti,Maruti Baleno,2016,575000.0,Comprehensive,Red,1197.0,False,False,Hyderabad,Unknown
Petrol,43566.0,Manual,Hyundai,Hyundai Grand i10,2016,498000.00000000006,Comprehensive,Silver,1197.0,False,False,Hyderabad,Unknown
Petrol,94201.0,Manual,Hyundai,Hyundai i20,2015,533000.0,Third Party,White,1197.0,False,False,Hyderabad,Unknown
Petrol,50000.0,Automatic,Maruti,Maruti Baleno,2017,699000.0,Third Party,Blue,1197.0,False,False,Hyderabad,Unknown
Petrol,40689.0,Manual,Tata,Tata Tiago,2019,520000.0,Zero Dep,Red,1199.0,False,False,Hyderabad,Unknown
Petrol,35849.0,Manual,Honda,Honda Amaze,2018,720000.0,Comprehensive,Red,1199.0,False,False,Hyderabad,Unknown
Diesel,15833.0,Manual,MG,MG Hector,2021,1800000.0,Zero Dep,Red,1956.0,True,False,Hyderabad,Unknown
Petrol,62000.0,Manual,Hyundai,Hyundai i20,2019,749000.0,Third Party,Gray,1197.0,False,False,Hyderabad,Unknown
Petrol,40000.0,Manual,Maruti,Maruti Alto K10,2017,330000.0,Third Party,Other,998.0,False,False,Hyderabad,Unknown
Petrol,69552.0,Manual,Hyundai,Hyundai i20,2016,645000.0,Third Party,White,1197.0,False,False,Hyderabad,Unknown
Petrol,97610.0,Automatic,Renault,Renault KWID,2018,391000.0,Third Party,Gray,999.0,False,False,Hyderabad,Unknown
Petrol,74914.0,Automatic,Honda,Honda City,2012,509000.0,Third Party,Brown,1497.0,False,False,Hyderabad,Andhra Pradesh
Petrol,101887.0,Manual,Hyundai,Hyundai i20,2015,516000.0,Comprehensive,Silver,1197.0,False,False,Hyderabad,Unknown
Petrol,42217.0,Manual,Maruti,Maruti Wagon R,2012,312000.0,Comprehensive,White,998.0,False,False,Hyderabad,Unknown
Petrol,63000.0,Automatic,Jeep,Jeep Compass,2019,1975000.0,Third Party,Gray,1368.0,True,False,Hyderabad,Unknown
Petrol,80315.0,Automatic,Maruti,Maruti Celerio,2016,434000.0,Third Party,Silver,998.0,False,False,Hyderabad,Unknown
Petrol,55000.0,Manual,Maruti,Maruti Wagon R,2013,375000.0,Third Party,Red,998.0,False,False,Hyderabad,Andhra Pradesh
Petrol,76947.0,Automatic,Hyundai,Hyundai Grand i10 Nios,2019,688000.0,Third Party,Red,1197.0,False,False,Hyderabad,Unknown
Petrol,23110.0,Manual,Datsun,Datsun RediGO,2018,350000.0,Third Party,Brown,799.0,False,False,Hyderabad,Unknown
Petrol,40235.0,Manual,Hyundai,Hyundai Grand i10,2018,496000.0,Third Party,Red,1197.0,False,False,Hyderabad,Unknown
Petrol,48992.0,Manual,Maruti,Maruti Swift,2017,630000.0,Third Party,Gray,1197.0,False,False,Hyderabad,Unknown
Petrol,21000.0,Automatic,Hyundai,Hyundai Grand i10,2019,685000.0,Third Party,Gray,1197.0,False,False,Hyderabad,Unknown
Gas,50000.0,Manual,Maruti,Maruti Celerio,2022,630000.0,Third Party,Other,998.0,False,False,Hyderabad,Unknown
Petrol,90000.0,Manual,Honda,Honda City,2007,250000.0,Third Party,Black,1497.0,False,False,Hyderabad,Andhra Pradesh
Diesel,100000.0,Manual,Maruti,Maruti Vitara Brezza,2019,1000000.0,Third Party,Other,1248.0,True,False,Hyderabad,Unknown
Petrol,39817.0,Manual,Maruti,Maruti Ignis,2018,496000.0,Zero Dep,Silver,1197.0,False,False,Hyderabad,Unknown
Diesel,54063.0,Manual,Maruti,Maruti Ciaz,2017,788000.0,Third Party,Brown,1248.0,True,False,Hyderabad,Unknown
Petrol,67372.0,Manual,Hyundai,Hyundai Grand i10,2013,416000.0,Third Party,Orange,1197.0,False,False,Hyderabad,Andhra Pradesh
Petrol,76685.0,Manual,Maruti,Maruti Alto 800,2019,344000.0,Third Party,Silver,796.0,False,False,Hyderabad,Unknown
Diesel,115595.0,Manual,Maruti,Maruti Swift,2014,450000.0,Comprehensive,White,1248.0,True,False,Hyderabad,Andhra Pradesh
Petrol,89956.0,Manual,Volkswagen,Volkswagen Polo,2019,523000.00000000006,Third Party,Black,999.0,False,False,Hyderabad,Unknown
Diesel,120000.0,Manual,Maruti,Maruti Swift Dzire,2011,340000.0,Third Party,Other,1248.0,True,False,Hyderabad,Unknown
Petrol,87189.0,Manual,Hyundai,Hyundai Grand i10,2019,520000.0,Third Party,Silver,1197.0,False,False,Hyderabad,Unknown
Petrol,42662.0,Manual,Maruti,Maruti Swift,2019,628000.0,Comprehensive,Red,1197.0,False,False,Hyderabad,Unknown
Diesel,69000.0,Manual,Maruti,Maruti Swift,2014,525000.0,Third Party,White,1248.0,True,False,Hyderabad,Unknown
Petrol,63002.0,Automatic,Hyundai,Hyundai Santro,2019,513999.99999999994,Third Party,Silver,1086.0,False,False,Hyderabad,Unknown
Petrol,108000.0,Manual,Hyundai,Hyundai Verna,2008,290000.0,Third Party,Red,1599.0,False,False,Hyderabad,Andhra Pradesh
Petrol,40022.0,Manual,Hyundai,Hyundai Verna,2018,900000.0,Not Available,Orange,1591.0,False,False,Hyderabad,Unknown
Diesel,81000.0,Manual,Maruti,Maruti Baleno,2019,750000.0,Third Party,Gray,1248.0,True,False,Hyderabad,Unknown
Petrol,45911.0,Automatic,Maruti,Maruti Swift,2018,675000.0,Third Party,Blue,1197.0,False,False,Hyderabad,Unknown
Petrol,87335.0,Manual,Honda,Honda City,2016,616000.0,Comprehensive,Other,1497.0,False,False,Hyderabad,Unknown
Petrol,41108.0,Manual,Ford,Ford Ecosport,2018,814000.0,Comprehensive,Red,1497.0,False,False,Hyderabad,Unknown
Petrol,35545.0,Manual,Maruti,Maruti Baleno,2019,750000.0,Third Party,Blue,1197.0,False,False,Hyderabad,Unknown
Diesel,120000.0,Manual,Hyundai,Hyundai Xcent,2017,450000.0,Third Party,Other,1120.0,True,False,Hyderabad,Unknown
Petrol,54631.0,Manual,Hyundai,Hyundai Grand i10,2016,498000.00000000006,Comprehensive,Red,1197.0,False,False,Hyderabad,Unknown
Diesel,107000.0,Manual,Maruti,Maruti Ciaz,2015,650000.0,Third Party,Other,1248.0,True,False,Hyderabad,Unknown
Petrol,38471.0,Manual,Hyundai,Hyundai Grand i10,2019,527000.0,Third Party,Silver,1197.0,False,False,Hyderabad,Unknown
Petrol,72393.0,Manual,Maruti,Maruti Wagon R,2015,329000.0,Comprehensive,Red,998.0,False,False,Hyderabad,Unknown
Petrol,58000.0,Manual,Ford,Ford Figo,2015,350000.0,Third Party,Gray,1196.0,False,False,Hyderabad,Unknown
Petrol,20266.0,Manual,Hyundai,Hyundai Santro,2018,541000.0,Comprehensive,Silver,1086.0,False,False,Hyderabad,Unknown
Diesel,120000.0,Manual,Hyundai,Hyundai i20,2012,340000.0,Third Party,Other,1396.0,False,False,Hyderabad,Andhra Pradesh
Petrol,90000.0,Manual,Hyundai,Hyundai Santro Xing,2008,185000.0,Third Party,Other,1086.0,False,False,Hyderabad,Unknown
Diesel,84910.0,Manual,Hyundai,Hyundai Creta,2017,1125000.0,Third Party,Gray,1582.0,True,False,Hyderabad,Unknown
Petrol,70000.0,Manual,Honda,Honda City,2020,1000000.0,Third Party,White,1497.0,False,False,Hyderabad,Unknown
Diesel,120000.0,Manual,Hyundai,Hyundai Xcent,2016,445000.0,Third Party,Silver,1120.0,True,False,Hyderabad,Unknown
Diesel,109000.0,Manual,Hyundai,Hyundai Creta,2018,1195000.0,Comprehensive,White,1582.0,True,False,Hyderabad,Unknown
Petrol,44000.0,Manual,Maruti,Maruti Celerio,2016,440000.00000000006,Third Party,White,998.0,False,False,Hyderabad,Unknown
Petrol,39461.0,Automatic,Maruti,Maruti Swift Dzire,2018,702000.0,Comprehensive,Silver,1197.0,False,False,Hyderabad,Unknown
Petrol,59126.0,Manual,Maruti,Maruti Baleno,2018,690000.0,Comprehensive,Blue,1197.0,False,False,Hyderabad,Unknown
Petrol,65331.0,Manual,Hyundai,Hyundai Grand i10,2018,520000.0,Third Party,Silver,1197.0,False,False,Hyderabad,Unknown
Petrol,45000.0,Manual,Maruti,Maruti Baleno,2017,699000.0,Third Party,Red,998.0,True,False,Hyderabad,Unknown
Petrol,41378.0,Manual,Maruti,Maruti Swift,2013,436000.00000000006,Third Party,Silver,1197.0,False,False,Hyderabad,Andhra Pradesh
Petrol,124781.0,Manual,Honda,Honda City,2014,501999.99999999994,Comprehensive,Red,1497.0,False,False,Hyderabad,Andhra Pradesh
Petrol,63313.0,Manual,Maruti,Maruti Swift,2016,509999.99999999994,Third Party,Silver,1197.0,False,False,Hyderabad,Unknown
Diesel,62535.0,Manual,Maruti,Maruti Baleno,2016,660000.0,Third Party,Silver,1248.0,True,False,Hyderabad,Unknown
Petrol,89581.0,Manual,Maruti,Maruti Baleno,2017,599000.0,Third Party,Red,1197.0,False,False,Hyderabad,Unknown
Diesel,58000.0,Manual,Mahindra,Mahindra XUV500,2018,1595000.0,Third Party,Other,2179.0,True,False,Hyderabad,Unknown
Petrol,90000.0,Manual,Maruti,Maruti Wagon R,2012,310000.0,Third Party,Gray,998.0,False,False,Hyderabad,Andhra Pradesh
Petrol,59000.0,Manual,Maruti,Maruti Baleno,2017,675000.0,Zero Dep,Blue,998.0,True,False,Hyderabad,Unknown
Petrol,99003.0,Manual,Maruti,Maruti S-Presso,2019,392000.0,Comprehensive,Red,998.0,False,False,Hyderabad,Unknown
Petrol,76003.0,Manual,Maruti,Maruti S-Presso,2019,401000.0,Third Party,Silver,998.0,False,False,Hyderabad,Unknown
Petrol,101863.0,Manual,Maruti,Maruti Baleno,2017,581000.0,Third Party,Silver,1197.0,False,False,Hyderabad,Unknown
Diesel,107344.0,Automatic,Volkswagen,Volkswagen Vento,2018,909000.0,Comprehensive,White,1498.0,True,False,Hyderabad,Unknown
Petrol,56129.0,Manual,Hyundai,Hyundai Grand i10,2018,543000.0,Third Party,Red,1197.0,False,False,Hyderabad,Unknown
Diesel,70599.0,Manual,Maruti,Maruti Ertiga,2019,1100000.0,Comprehensive,Red,1248.0,True,False,Hyderabad,Unknown
Diesel,97208.0,Automatic,Honda,Honda Amaze,2018,743000.0,Comprehensive,White,1498.0,True,False,Hyderabad,Unknown
Petrol,53509.0,Manual,Skoda,Skoda Rapid,2020,997000.0000000001,Third Party,Red,999.0,True,False,Hyderabad,Unknown
Diesel,52000.0,Manual,Jeep,Jeep Compass,2017,1599000.0,Third Party,White,1956.0,True,False,Hyderabad,Unknown
Petrol,97621.0,Manual,Hyundai,Hyundai i20,2021,811000.0,Third Party,White,1197.0,False,False,Hyderabad,Unknown
Petrol,113000.0,Manual,Hyundai,Hyundai i10,2009,250000.0,Third Party,Red,1086.0,False,False,Hyderabad,Andhra Pradesh
Diesel,152000.0,Manual,Toyota,Toyota Innova,2008,650000.0,Third Party,Red,2494.0,False,False,Hyderabad,Andhra Pradesh
Diesel,131852.0,Manual,Maruti,Maruti Swift Dzire,2012,420000.0,Third Party,White,1248.0,True,False,Hyderabad,Andhra Pradesh
Petrol,20000.0,Manual,Maruti,Maruti Swift,2021,600000.0,Third Party,Other,1197.0,False,False,Hyderabad,Unknown
Diesel,44416.0,Manual,Renault,Renault Duster,2019,996000.0000000001,Third Party,Blue,1461.0,True,False,Hyderabad,Unknown
Petrol,69408.0,Manual,Honda,Honda Brio,2012,311000.0,Comprehensive,Red,1198.0,False,False,Hyderabad,Andhra Pradesh
Petrol,78911.0,Manual,Maruti,Maruti Baleno,2016,572000.0,Comprehensive,Blue,1197.0,False,False,Hyderabad,Unknown
Petrol,60529.0,Manual,Honda,Honda City,2014,454000.0,Third Party,White,1497.0,False,False,Hyderabad,Unknown
Diesel,115276.0,Manual,Skoda,Skoda Rapid,2017,775000.0,Comprehensive,Silver,1498.0,True,False,Hyderabad,Unknown
Diesel,60000.0,Automatic,Maruti,Maruti Vitara Brezza,2019,850000.0,Third Party,Other,1248.0,True,False,Hyderabad,Unknown
Petrol,30241.0,Manual,Renault,Renault Duster,2020,907000.0,Third Party,White,1498.0,False,False,Hyderabad,Unknown
