ft,km,transmission,oem,model,modelYear,price,Insurance Validity,Color,Displacement,Turbo Charger,Super Charger,Location,RTO_grouped
Diesel,60000.0,Manual,Mahindra,Mahindra XUV500,2016,1000000.0,Third Party,Other,2179.0,True,False,Delhi,Unknown
Petrol,90000.0,Manual,Honda,Honda Jazz,2009,95000.0,Third Party,Other,1198.0,False,False,Delhi,Delhi
Petrol,49010.0,Manual,Hyundai,Hyundai i20,2019,595000.0,Third Party,White,1197.0,False,False,Delhi,Haryana
Petrol,26089.0,Manual,Maruti,Maruti Baleno,2019,592000.0,Third Party,Silver,1197.0,False,False,Delhi,Uttar Pradesh
Petrol,37302.0,Manual,Maruti,Maruti Alto K10,2018,352000.0,Comprehensive,White,998.0,False,False,Delhi,Haryana
Petrol,37000.0,Automatic,Maruti,Maruti Baleno,2021,890000.0,Comprehensive,Gray,1197.0,False,False,Delhi,Delhi
Petrol,36483.0,Manual,Maruti,Maruti Alto 800,2015,258000.0,Third Party,Silver,796.0,False,False,Delhi,Haryana
Petrol,38010.0,Manual,Hyundai,Hyundai Creta,2019,1095000.0,Third Party,Black,1591.0,False,False,Delhi,Haryana
Petrol,35123.0,Automatic,Maruti,Maruti Celerio,2018,475000.0,Comprehensive,White,998.0,False,False,Delhi,Delhi
Petrol,43000.0,Automatic,Honda,Honda City,2016,800000.0,Comprehensive,Silver,1497.0,False,False,Delhi,Delhi
Diesel,25154.0,Manual,Ford,Ford Ecosport,2019,738000.0,Third Party,White,1498.0,True,False,Delhi,Delhi
Petrol,55000.0,Manual,Hyundai,Hyundai Venue,2020,775000.0,Third Party,Gray,1197.0,False,False,Delhi,Uttar Pradesh
Petrol,58000.0,Automatic,Honda,Honda Amaze,2018,675000.0,Third Party,Red,1199.0,False,False,Delhi,Delhi
Petrol,34000.0,Automatic,Kia,Kia Seltos,2020,1650000.0,Third Party,White,1353.0,True,False,Delhi,Uttar Pradesh
Petrol,25367.0,Manual,Maruti,Maruti Baleno,2017,568000.0,Comprehensive,Silver,1197.0,False,False,Delhi,Delhi
Petrol,27240.0,Manual,Maruti,Maruti Baleno,2017,548000.0,Third Party,White,1197.0,False,False,Delhi,Delhi
Diesel,28000.0,Manual,Hyundai,Hyundai Creta,2020,1150000.0,Comprehensive,White,1493.0,True,False,Delhi,Delhi
Petrol,20755.0,Manual,Maruti,Maruti Baleno,2016,503000.0,Comprehensive,Silver,1197.0,False,False,Delhi,Delhi
Petrol,56722.0,Manual,Maruti,Maruti Swift,2014,379000.0,Comprehensive,Silver,1197.0,False,False,Delhi,Delhi
Diesel,4000.0,Manual,Hyundai,Hyundai Creta,2023,1775000.0,Comprehensive,Black,1493.0,True,False,Delhi,Uttar Pradesh
Petrol,950.0,Automatic,Hyundai,Hyundai Verna,2023,1650000.0,Comprehensive,Black,1482.0,True,False,Delhi,Uttar Pradesh
Diesel,28000.0,Manual,Toyota,Toyota Innova Crysta,2019,1839999.9999999998,Third Party,Silver,2393.0,True,False,Delhi,Haryana
Petrol,35000.0,Manual,Hyundai,Hyundai Verna,2018,885000.0,Comprehensive,White,1591.0,False,False,Delhi,Delhi
Petrol,80000.0,Automatic,Jeep,Jeep Compass,2020,1800000.0,Third Party,Other,1368.0,True,False,Delhi,Uttar Pradesh
Petrol,60000.0,Automatic,Maruti,Maruti Ciaz,2016,600000.0,Third Party,Other,1373.0,False,False,Delhi,Delhi
Petrol,64694.0,Manual,Maruti,Maruti Wagon R,2011,208000.0,Comprehensive,Silver,998.0,False,False,Delhi,Delhi
Petrol,21867.0,Manual,Hyundai,Hyundai Grand i10,2018,528000.0,Comprehensive,Red,1197.0,False,False,Delhi,Haryana
Petrol,36247.0,Manual,Tata,Tata Tiago,2021,555000.0,Comprehensive,Silver,1199.0,False,False,Delhi,Delhi
Petrol,55566.0,Manual,Maruti,Maruti Baleno,2019,622000.0,Comprehensive,White,1197.0,False,False,Delhi,Delhi
Petrol,7359.0,Manual,Maruti,Maruti Ciaz,2023,1075000.0,Comprehensive,Gray,1462.0,False,False,Delhi,Uttar Pradesh
Diesel,27000.0,Manual,Maruti,Maruti Vitara Brezza,2017,699000.0,Comprehensive,Red,1248.0,True,False,Delhi,Delhi
Diesel,50000.0,Manual,Honda,Honda Amaze,2013,250000.0,Third Party,Other,1498.0,True,False,Delhi,Uttar Pradesh
Diesel,15000.0,Automatic,Mercedes-Benz,Mercedes-Benz C-Class,2020,3965000.0,Comprehensive,Silver,1950.0,True,False,Delhi,Unknown
Petrol,99373.0,Manual,Honda,Honda City,2015,578000.0,Comprehensive,Silver,1497.0,False,False,Delhi,Delhi
Diesel,120000.0,Manual,Ford,Ford Ecosport,2016,265000.0,Third Party,Other,1498.0,True,False,Delhi,Delhi
Petrol,11815.0,Manual,Maruti,Maruti Alto 800,2017,306000.0,Third Party,White,796.0,False,False,Delhi,Delhi
Petrol,39412.0,Manual,Maruti,Maruti Swift Dzire,2016,549000.0,Comprehensive,White,1197.0,False,False,Delhi,Uttar Pradesh
Petrol,60000.0,Manual,Maruti,Maruti Baleno,2016,450000.0,Third Party,Other,1197.0,False,False,Delhi,Unknown
Petrol,33015.0,Manual,Maruti,Maruti Swift,2018,536000.0,Comprehensive,Silver,1197.0,False,False,Delhi,Delhi
Petrol,44371.0,Manual,Honda,Honda Brio,2012,235000.0,Third Party,Gray,1198.0,False,False,Delhi,Haryana
Petrol,39045.0,Manual,Maruti,Maruti Wagon R,2013,304000.0,Comprehensive,Red,998.0,False,False,Delhi,Delhi
Petrol,49000.0,Manual,Hyundai,Hyundai i10,2013,295000.0,Third Party,Silver,1086.0,False,False,Delhi,Delhi
Petrol,7936.0,Automatic,Honda,Honda City,2021,1296000.0,Comprehensive,Brown,1498.0,False,False,Delhi,Uttar Pradesh
Petrol,65739.0,Manual,Hyundai,Hyundai EON,2016,295000.0,Third Party,Gray,814.0,False,False,Delhi,Delhi
Petrol,52407.0,Automatic,Maruti,Maruti Celerio,2016,425000.0,Third Party,Gray,998.0,False,False,Delhi,Delhi
Petrol,30000.0,Automatic,Hyundai,Hyundai i10,2011,350000.0,Third Party,Other,1197.0,False,False,Delhi,Unknown
Petrol,86816.0,Manual,Maruti,Maruti Wagon R,2013,275000.0,Third Party,White,998.0,False,False,Delhi,Haryana
Petrol,67000.0,Manual,Tata,Tata Tiago,2018,465000.00000000006,Third Party,Gray,1199.0,False,False,Delhi,Delhi
Petrol,68838.0,Manual,Hyundai,Hyundai i20,2016,545000.0,Comprehensive,Red,1197.0,False,False,Delhi,Unknown
Petrol,46835.0,Manual,Hyundai,Hyundai Grand i10,2017,509999.99999999994,Third Party,Silver,1197.0,False,False,Delhi,Delhi
Petrol,5242.0,Automatic,Honda,Honda City,2022,1403000.0,Third Party,Gray,1498.0,False,False,Delhi,Delhi
Petrol,17457.0,Manual,Maruti,Maruti Baleno,2022,749000.0,Comprehensive,White,1197.0,False,False,Delhi,Haryana
Petrol,62789.0,Manual,Honda,Honda Amaze,2015,434999.99999999994,Third Party,Silver,1198.0,False,False,Delhi,Delhi
Petrol,33618.0,Automatic,Maruti,Maruti Alto K10,2016,346000.0,Comprehensive,Silver,998.0,False,False,Delhi,Delhi
Petrol,75946.0,Manual,Honda,Honda City,2010,204999.99999999997,Third Party,Gray,1497.0,False,False,Delhi,Delhi
Petrol,87208.0,Manual,Maruti,Maruti Wagon R,2013,256999.99999999997,Comprehensive,Silver,998.0,False,False,Delhi,Uttar Pradesh
Petrol,42736.0,Manual,Datsun,Datsun RediGO,2016,275000.0,Third Party,White,999.0,False,False,Delhi,Delhi
Petrol,30120.0,Automatic,Kia,Kia Seltos,2021,1725000.0,Comprehensive,White,1353.0,True,False,Delhi,Delhi
Petrol,32000.0,Manual,Hyundai,Hyundai Verna,2011,349000.0,Third Party,Other,1591.0,False,False,Delhi,Delhi
Petrol,70000.0,Manual,Honda,Honda City,2017,699000.0,Comprehensive,White,1497.0,False,False,Delhi,Delhi
Petrol,40000.0,Automatic,Maruti,Maruti Wagon R,2019,565000.0,Comprehensive,Brown,1197.0,False,False,Delhi,Haryana
Petrol,14163.0,Manual,Maruti,Maruti Baleno,2019,722000.0,Comprehensive,White,1197.0,False,False,Delhi,Delhi
Petrol,7600.0,Manual,Toyota,Toyota Innova Crysta,2022,2275000.0,Comprehensive,White,2694.0,False,False,Delhi,Haryana
Petrol,69815.0,Automatic,Honda,Honda City,2016,742000.0,Third Party,White,1497.0,False,False,Delhi,Uttar Pradesh
Diesel,82000.0,Manual,Hyundai,Hyundai Creta,2018,910000.0,Third Party,White,1396.0,False,False,Delhi,Delhi
Petrol,75463.0,Manual,Maruti,Maruti Swift,2013,315000.0,Comprehensive,Red,1197.0,False,False,Delhi,Uttar Pradesh
Petrol,22091.0,Manual,Maruti,Maruti Baleno,2017,557000.0,Third Party,Red,1197.0,False,False,Delhi,Delhi
Petrol,65000.0,Manual,Hyundai,Hyundai i10,2012,231000.0,Comprehensive,White,1086.0,False,False,Delhi,Delhi
Petrol,66000.0,Manual,Tata,Tata Tiago,2016,369000.0,Comprehensive,Brown,1199.0,False,False,Delhi,Uttar Pradesh
Petrol,30000.0,Manual,Maruti,Maruti Baleno,2021,700000.0,Comprehensive,White,1197.0,False,False,Delhi,Delhi
Diesel,47000.0,Automatic,Kia,Kia Seltos,2021,1300000.0,Comprehensive,Silver,1493.0,True,False,Delhi,Haryana
Petrol,35854.0,Automatic,Maruti,Maruti Baleno,2020,805000.0000000001,Third Party,Silver,1197.0,False,False,Delhi,Delhi
Petrol,43623.0,Manual,Tata,Tata Nexon,2018,735000.0,Third Party,Red,1198.0,True,False,Delhi,Haryana
Petrol,2997.0,Manual,Renault,Renault KWID,2019,397000.0,Comprehensive,Silver,999.0,False,False,Delhi,Delhi
Petrol,9606.0,Manual,Renault,Renault KWID,2021,455000.0,Third Party,Blue,999.0,False,False,Delhi,Haryana
Petrol,41898.0,Automatic,Honda,Honda Amaze,2020,713000.0,Third Party,White,1199.0,False,False,Delhi,Delhi
Petrol,53488.0,Manual,Ford,Ford Ecosport,2016,540000.0,Third Party,White,1499.0,False,False,Delhi,Delhi
Diesel,29000.0,Manual,Toyota,Toyota Innova Crysta,2019,1748999.9999999998,Comprehensive,White,2393.0,True,False,Delhi,Delhi
Petrol,68192.0,Manual,Maruti,Maruti Swift Dzire,2019,627000.0,Third Party,Gray,1197.0,False,False,Delhi,Haryana
Petrol,600.0,Manual,Kia,Kia Seltos,2023,1565000.0,Comprehensive,White,1497.0,False,False,Delhi,Haryana
Diesel,67756.0,Manual,Maruti,Maruti Vitara Brezza,2018,772000.0,Third Party,Blue,1248.0,True,False,Delhi,Haryana
Petrol,4100.0,Manual,Maruti,Maruti Swift,2022,699000.0,Comprehensive,Red,1197.0,False,False,Delhi,Delhi
Petrol,46243.0,Manual,Maruti,Maruti Swift Dzire,2020,642000.0,Comprehensive,Silver,1197.0,False,False,Delhi,Uttar Pradesh
Petrol,23690.0,Manual,Hyundai,Hyundai Grand i10,2015,447000.0,Third Party,White,1197.0,False,False,Delhi,Haryana
Petrol,70879.0,Manual,Maruti,Maruti Alto 800,2016,262000.0,Zero Dep,Silver,796.0,False,False,Delhi,Delhi
Petrol,42000.0,Manual,Volkswagen,Volkswagen Polo,2012,265000.0,Comprehensive,White,1198.0,False,False,Delhi,Delhi
Petrol,12651.0,Manual,Honda,Honda City,2017,761000.0,Comprehensive,White,1497.0,False,False,Delhi,Uttar Pradesh
Petrol,61000.0,Manual,Honda,Honda Amaze,2016,430000.0,Comprehensive,Red,1198.0,False,False,Delhi,Delhi
Gas,98705.0,Manual,Maruti,Maruti Celerio,2018,401000.0,Comprehensive,Silver,998.0,False,False,Delhi,Uttar Pradesh
Petrol,28000.0,Manual,Honda,Honda Amaze,2014,380000.0,Comprehensive,Silver,1198.0,False,False,Delhi,Haryana
Diesel,32000.0,Manual,Maruti,Maruti Swift Dzire,2017,635000.0,Comprehensive,Silver,1248.0,True,False,Delhi,Delhi
Petrol,33000.0,Manual,Maruti,Maruti Alto K10,2017,340000.0,Comprehensive,White,998.0,False,False,Delhi,Delhi
Diesel,68045.0,Automatic,Hyundai,Hyundai Verna,2018,950000.0,Third Party,Silver,1582.0,True,False,Delhi,Haryana
Petrol,19765.0,Manual,Maruti,Maruti Wagon R,2018,392000.0,Zero Dep,Silver,998.0,False,False,Delhi,Delhi
Petrol,30560.0,Manual,Honda,Honda City,2017,743000.0,Zero Dep,Silver,1497.0,False,False,Delhi,Delhi
Petrol,78550.0,Automatic,Hyundai,Hyundai Creta,2016,878999.9999999999,Comprehensive,White,1591.0,False,False,Delhi,Delhi
Diesel,32000.0,Automatic,Kia,Kia Seltos,2022,1980000.0,Comprehensive,Gray,1493.0,True,False,Delhi,Haryana
Petrol,58996.0,Manual,Honda,Honda Amaze,2017,462000.0,Comprehensive,Silver,1199.0,False,False,Delhi,Delhi
Petrol,59537.0,Manual,Hyundai,Hyundai i20,2015,509000.0,Third Party,White,1197.0,False,False,Delhi,Delhi
Petrol,9314.0,Manual,Maruti,Maruti Wagon R,2022,530000.0,Comprehensive,White,998.0,False,False,Delhi,Haryana
Petrol,41684.0,Manual,Honda,Honda Amaze,2014,310000.0,Third Party,White,1199.0,False,False,Delhi,Uttar Pradesh
Petrol,97672.0,Manual,Maruti,Maruti Swift,2013,360000.0,Comprehensive,Silver,1197.0,False,False,Delhi,Uttar Pradesh
Petrol,90000.0,Manual,Hyundai,Hyundai Verna,2014,360000.0,Third Party,Other,1591.0,False,False,Delhi,Unknown
Petrol,37000.0,Automatic,Mercedes-Benz,Mercedes-Benz C-Class,2018,3565000.0,Comprehensive,White,1991.0,True,False,Delhi,Haryana
Diesel,40000.0,Manual,Maruti,Maruti Ciaz,2017,600000.0,Third Party,Other,1248.0,True,False,Delhi,Unknown
Petrol,86245.0,Manual,Honda,Honda Amaze,2015,340000.0,Third Party,Silver,1198.0,False,False,Delhi,Delhi
Petrol,40000.0,Automatic,Volkswagen,Volkswagen Polo,2016,675000.0,Third Party,Other,1197.0,True,False,Delhi,Unknown
Petrol,60896.0,Manual,Maruti,Maruti Alto 800,2016,294000.0,Comprehensive,White,796.0,False,False,Delhi,Delhi
Petrol,60000.0,Manual,Honda,Honda City,2013,375000.0,Third Party,Other,1497.0,False,False,Delhi,Delhi
Petrol,18340.0,Automatic,Maruti,Maruti Swift Dzire,2021,801000.0,Comprehensive,Silver,1197.0,False,False,Delhi,Haryana
Diesel,20000.0,Automatic,Jeep,Jeep Compass,2022,2900000.0,Third Party,Blue,1956.0,False,False,Delhi,Delhi
Diesel,70000.0,Automatic,Hyundai,Hyundai Creta,2017,800000.0,Third Party,Other,1582.0,True,False,Delhi,Delhi
Petrol,40000.0,Manual,Honda,Honda WR-V,2017,509999.99999999994,Third Party,Other,1199.0,False,False,Delhi,Unknown
Petrol,48000.0,Manual,Maruti,Maruti Baleno,2016,455000.0,Comprehensive,Gray,1197.0,False,False,Delhi,Delhi
Petrol,120000.0,Manual,Honda,Honda City,2011,300000.0,Third Party,Other,1497.0,False,False,Delhi,Delhi
Petrol,25000.0,Automatic,Ford,Ford Ecosport,2017,725000.0,Comprehensive,White,1496.0,False,False,Delhi,Delhi
Diesel,29000.0,Automatic,Toyota,Toyota Innova Crysta,2021,2325000.0,Third Party,Black,2393.0,True,False,Delhi,Haryana
Diesel,63176.0,Manual,Ford,Ford Figo,2019,515000.00000000006,Comprehensive,Other,1498.0,True,False,Delhi,Delhi
Petrol,22820.0,Manual,Renault,Renault KWID,2020,418000.0,Comprehensive,Silver,999.0,False,False,Delhi,Delhi
Petrol,30000.0,Manual,Hyundai,Hyundai i10,2009,200000.0,Third Party,Other,1197.0,False,False,Delhi,Delhi
Petrol,74538.0,Automatic,Maruti,Maruti Swift Dzire,2017,685000.0,Comprehensive,Other,1197.0,False,False,Delhi,Uttar Pradesh
Petrol,45399.0,Manual,Maruti,Maruti Alto 800,2018,289000.0,Comprehensive,White,796.0,False,False,Delhi,Delhi
Diesel,22000.0,Automatic,Hyundai,Hyundai Creta,2019,1400000.0,Comprehensive,White,1582.0,True,False,Delhi,Haryana
Petrol,98681.0,Manual,Honda,Honda Amaze,2014,323000.0,Comprehensive,Silver,1198.0,False,False,Delhi,Delhi
Petrol,40000.0,Manual,Maruti,Maruti Baleno,2017,525000.0,Comprehensive,White,1197.0,False,False,Delhi,Delhi
Diesel,58000.0,Manual,Honda,Honda WR-V,2018,725000.0,Comprehensive,Brown,1498.0,True,False,Delhi,Delhi
Diesel,75000.0,Manual,Hyundai,Hyundai i20,2015,425000.0,Comprehensive,Silver,1396.0,True,False,Delhi,Delhi
Diesel,76000.0,Manual,Ford,Ford Ecosport,2014,350000.0,Comprehensive,Other,1498.0,True,False,Delhi,Delhi
Petrol,60000.0,Automatic,Renault,Renault KWID,2017,325000.0,Comprehensive,Silver,999.0,False,False,Delhi,Uttar Pradesh
Petrol,58000.0,Automatic,Honda,Honda City,2016,675000.0,Comprehensive,Gray,1497.0,False,False,Delhi,Delhi
Petrol,42841.0,Manual,Maruti,Maruti Baleno,2017,589000.0,Comprehensive,White,1197.0,False,False,Delhi,Delhi
Diesel,67000.0,Manual,Maruti,Maruti Vitara Brezza,2017,650000.0,Comprehensive,Gray,1248.0,True,False,Delhi,Delhi
Petrol,40000.0,Manual,Maruti,Maruti Wagon R,2017,375000.0,Third Party,Gray,998.0,False,False,Delhi,Delhi
Diesel,60000.0,Manual,Mahindra,Mahindra XUV500,2019,1300000.0,Third Party,Other,2179.0,True,False,Delhi,Haryana
Petrol,37140.0,Manual,Hyundai,Hyundai Verna,2015,902999.9999999999,Comprehensive,White,1591.0,False,False,Delhi,Haryana
Petrol,16430.0,Manual,Hyundai,Hyundai i20,2021,903999.9999999999,Zero Dep,Black,1197.0,False,False,Delhi,Haryana
Petrol,63054.0,Automatic,Honda,Honda City,2017,949000.0,Comprehensive,Silver,1497.0,False,False,Delhi,Delhi
Diesel,32000.0,Automatic,Hyundai,Hyundai Creta,2018,1099000.0,Comprehensive,White,1582.0,True,False,Delhi,Haryana
Petrol,3500.0,Manual,Hyundai,Hyundai Creta,2022,1511000.0,Comprehensive,White,1497.0,False,False,Delhi,Delhi
Petrol,11000.0,Automatic,Mercedes-Benz,Mercedes-Benz C-Class,2020,4250000.0,Third Party,Blue,1950.0,True,False,Delhi,Delhi
Petrol,50629.0,Manual,Maruti,Maruti Swift,2017,422000.0,Third Party,Silver,1197.0,False,False,Delhi,Delhi
Petrol,63534.0,Automatic,Maruti,Maruti Baleno,2019,678000.0,Zero Dep,Silver,1197.0,False,False,Delhi,Delhi
Petrol,52000.0,Manual,Hyundai,Hyundai EON,2018,300000.0,Comprehensive,Gray,998.0,False,False,Delhi,Uttar Pradesh
Gas,33695.0,Manual,Maruti,Maruti Alto 800,2022,496000.0,Zero Dep,Silver,796.0,False,False,Delhi,Delhi
Petrol,68744.0,Automatic,Honda,Honda Jazz,2015,463000.0,Third Party,Silver,1199.0,False,False,Delhi,Delhi
Petrol,70000.0,Manual,Honda,Honda City,2013,455000.0,Third Party,Other,1497.0,False,False,Delhi,Delhi
Petrol,9540.0,Automatic,Tata,Tata Tiago,2020,751000.0,Third Party,Red,1199.0,False,False,Delhi,Uttar Pradesh
Petrol,45000.0,Automatic,Maruti,Maruti Ciaz,2017,775000.0,Comprehensive,Other,1373.0,False,False,Delhi,Uttar Pradesh
Petrol,36861.0,Manual,Maruti,Maruti Baleno,2019,678000.0,Zero Dep,Other,1197.0,False,False,Delhi,Haryana
Petrol,68000.0,Manual,Ford,Ford Ecosport,2017,550000.0,Comprehensive,White,1496.0,False,False,Delhi,Uttar Pradesh
Petrol,68000.0,Manual,Maruti,Maruti Swift Dzire,2014,390000.0,Comprehensive,Silver,1197.0,False,False,Delhi,Uttar Pradesh
Petrol,38000.0,Manual,Maruti,Maruti Swift,2015,395000.0,Comprehensive,White,1197.0,False,False,Delhi,Delhi
Petrol,39000.0,Manual,Renault,Renault KWID,2017,295000.0,Comprehensive,Gray,999.0,False,False,Delhi,Delhi
Petrol,40000.0,Manual,Volkswagen,Volkswagen Polo,2017,599000.0,Comprehensive,Blue,1199.0,False,False,Delhi,Delhi
Petrol,60000.0,Automatic,Maruti,Maruti Wagon R,2019,399000.0,Comprehensive,Blue,998.0,False,False,Delhi,Delhi
Petrol,68000.0,Manual,Maruti,Maruti Alto K10,2018,300000.0,Comprehensive,White,998.0,False,False,Delhi,Delhi
Petrol,40000.0,Manual,Maruti,Maruti Ignis,2017,449000.0,Comprehensive,Blue,1197.0,False,False,Delhi,Delhi
Petrol,37000.0,Manual,Maruti,Maruti Wagon R,2014,295000.0,Comprehensive,Gray,998.0,False,False,Delhi,Delhi
Petrol,21912.0,Automatic,Maruti,Maruti Swift Dzire,2018,649000.0,Zero Dep,Silver,1197.0,False,False,Delhi,Uttar Pradesh
Petrol,74564.0,Manual,Hyundai,Hyundai i10,2013,274000.0,Third Party,White,1197.0,False,False,Delhi,Delhi
Petrol,48000.0,Manual,Maruti,Maruti Alto 800,2019,375000.0,Comprehensive,Gray,796.0,False,False,Delhi,Uttar Pradesh
Petrol,96758.0,Automatic,Honda,Honda City,2017,801000.0,Comprehensive,White,1497.0,False,False,Delhi,Delhi
Diesel,60341.0,Manual,Honda,Honda Amaze,2018,591000.0,Zero Dep,Silver,1498.0,True,False,Delhi,Uttar Pradesh
Petrol,36973.0,Manual,Maruti,Maruti Swift,2017,434000.0,Third Party,White,1197.0,False,False,Delhi,Uttar Pradesh
Diesel,39000.0,Manual,Maruti,Maruti Ciaz,2017,699000.0,Comprehensive,White,1248.0,True,False,Delhi,Delhi
Petrol,52514.0,Manual,Maruti,Maruti Wagon R,2013,271000.0,Third Party,Silver,998.0,False,False,Delhi,Uttar Pradesh
Petrol,13001.0,Manual,Maruti,Maruti Wagon R,2022,555000.0,Comprehensive,Gray,1197.0,False,False,Delhi,Uttar Pradesh
Diesel,72000.0,Manual,Hyundai,Hyundai Creta,2018,825000.0,Comprehensive,White,1396.0,False,False,Delhi,Delhi
Petrol,62000.0,Manual,Ford,Ford Ecosport,2017,599000.0,Comprehensive,Silver,1496.0,False,False,Delhi,Delhi
Petrol,67000.0,Manual,Honda,Honda Amaze,2015,385000.0,Comprehensive,White,1198.0,False,False,Delhi,Delhi
Petrol,45000.0,Manual,Volkswagen,Volkswagen Polo,2019,699000.0,Comprehensive,White,999.0,False,False,Delhi,Delhi
Petrol,64000.0,Manual,Maruti,Maruti Swift Dzire,2013,331000.0,Comprehensive,White,1197.0,False,False,Delhi,Delhi
Petrol,48000.0,Automatic,Hyundai,Hyundai Creta,2017,925000.0,Comprehensive,White,1591.0,False,False,Delhi,Delhi
Petrol,70000.0,Manual,Maruti,Maruti Ritz,2013,290000.0,Comprehensive,Silver,1197.0,False,False,Delhi,Delhi
Petrol,59863.0,Automatic,Maruti,Maruti Ciaz,2017,570000.0,Comprehensive,Black,1373.0,False,False,Delhi,Haryana
Gas,18468.0,Manual,Maruti,Maruti Alto 800,2022,492000.0,Zero Dep,Silver,796.0,False,False,Delhi,Uttar Pradesh
Petrol,68631.0,Automatic,Ford,Ford Ecosport,2015,465000.00000000006,Comprehensive,White,1496.0,False,False,Delhi,Delhi
Petrol,18833.0,Manual,Maruti,Maruti Alto 800,2021,351000.0,Zero Dep,Silver,796.0,False,False,Delhi,Delhi
Petrol,55418.0,Manual,Maruti,Maruti Ignis,2021,515000.00000000006,Third Party,Silver,1197.0,False,False,Delhi,Haryana
Petrol,20000.0,Manual,Maruti,Maruti Wagon R,2013,225000.0,Third Party,Gray,998.0,False,False,Delhi,Unknown
Petrol,53400.0,Manual,Renault,Renault Triber,2020,620000.0,Zero Dep,Red,999.0,False,False,Delhi,Uttar Pradesh
Petrol,25000.0,Manual,Renault,Renault KWID,2018,349000.0,Comprehensive,Silver,999.0,False,False,Delhi,Delhi
Petrol,87576.0,Automatic,Jeep,Jeep Compass,2019,1385000.0,Comprehensive,Silver,1368.0,True,False,Delhi,Delhi
Petrol,58000.0,Manual,Honda,Honda Brio,2014,290000.0,Comprehensive,Silver,1198.0,False,False,Delhi,Delhi
Petrol,69000.0,Automatic,Volkswagen,Volkswagen Vento,2013,330000.0,Comprehensive,White,1598.0,False,False,Delhi,Delhi
Petrol,45000.0,Manual,Maruti,Maruti Alto 800,2020,365000.0,Comprehensive,White,796.0,False,False,Delhi,Delhi
Petrol,72000.0,Automatic,Honda,Honda Jazz,2017,599000.0,Comprehensive,White,1199.0,False,False,Delhi,Delhi
Petrol,25000.0,Manual,Tata,Tata Tiago,2020,499000.0,Comprehensive,Silver,1199.0,False,False,Delhi,Delhi
Petrol,25456.0,Manual,Maruti,Maruti Baleno,2016,560000.0,Comprehensive,Blue,1197.0,False,False,Delhi,Uttar Pradesh
Petrol,65000.0,Manual,Maruti,Maruti Wagon R,2013,275000.0,Comprehensive,Gray,998.0,False,False,Delhi,Delhi
Petrol,93616.0,Automatic,Honda,Honda Jazz,2017,586000.0,Zero Dep,Silver,1199.0,False,False,Delhi,Uttar Pradesh
Petrol,74134.0,Automatic,Maruti,Maruti Celerio,2017,463000.0,Comprehensive,Silver,998.0,False,False,Delhi,Haryana
Petrol,70000.0,Automatic,Renault,Renault Duster,2018,699000.0,Comprehensive,Brown,1498.0,False,False,Delhi,Delhi
Diesel,62411.0,Manual,Maruti,Maruti Baleno,2018,593000.0,Zero Dep,Blue,1248.0,True,False,Delhi,Haryana
